path,row,index,season,category,type
187_2_2024_V_0_1,187,2,V,0,1
346_0_2023_I_0_1,346,0,I,0,1
132_1_2024_V_0_1,132,1,V,0,1
179_0_2024_V_0_1,179,0,V,0,1
153_2_2024_W_0_1,153,2,W,0,1
26_2_2024_V_0_1,26,2,V,0,1
298_0_2024_W_0_1,298,0,W,0,1
344_2_2024_V_0_1,344,2,V,0,1
391_2_2024_V_0_1,391,2,V,0,1
374_1_2023_I_0_1,374,1,I,0,1
309_0_2024_V_0_1,309,0,V,0,1
39_0_2024_V_0_1,39,0,V,0,1
285_2_2024_W_0_1,285,2,W,0,1
357_1_2024_V_0_1,357,1,V,0,1
2_2_2024_V_0_1,2,2,V,0,1
109_2_2024_V_0_1,109,2,V,0,1
295_1_2024_V_0_1,295,1,V,0,1
342_1_2024_V_0_1,342,1,V,0,1
214_0_2024_V_0_1,214,0,V,0,1
8_1_2024_V_0_1,8,1,V,0,1
39_1_2024_V_0_1,39,1,V,0,1
30_1_2024_V_0_1,30,1,V,0,1
386_1_2024_W_0_1,386,1,W,0,1
11_0_2024_V_0_1,11,0,V,0,1
181_2_2023_I_0_1,181,2,I,0,1
209_1_2024_W_0_1,209,1,W,0,1
342_0_2024_V_0_1,342,0,V,0,1
339_2_2023_I_0_1,339,2,I,0,1
252_0_2023_I_0_1,252,0,I,0,1
74_0_2024_V_0_1,74,0,V,0,1
101_2_2024_V_0_1,101,2,V,0,1
158_0_2024_V_0_1,158,0,V,0,1
11_2_2024_V_0_1,11,2,V,0,1
145_2_2024_V_0_1,145,2,V,0,1
228_2_2024_V_0_1,228,2,V,0,1
374_2_2023_I_0_1,374,2,I,0,1
220_0_2024_V_0_1,220,0,V,0,1
377_2_2024_V_0_1,377,2,V,0,1
46_2_2024_V_0_1,46,2,V,0,1
100_1_2024_V_0_1,100,1,V,0,1
127_0_2024_W_0_1,127,0,W,0,1
375_1_2024_V_0_1,375,1,V,0,1
96_2_2024_V_0_1,96,2,V,0,1
375_2_2024_V_0_1,375,2,V,0,1
425_0_2024_V_0_1,425,0,V,0,1
399_2_2023_I_0_1,399,2,I,0,1
377_1_2024_V_0_1,377,1,V,0,1
19_0_2024_V_0_1,19,0,V,0,1
394_1_2024_V_0_1,394,1,V,0,1
391_0_2024_V_0_1,391,0,V,0,1
2_0_2024_V_0_1,2,0,V,0,1
457_2_2024_V_0_1,457,2,V,0,1
357_2_2024_V_0_1,357,2,V,0,1
346_2_2023_I_0_1,346,2,I,0,1
198_1_2024_V_0_1,198,1,V,0,1
45_2_2024_V_0_1,45,2,V,0,1
99_2_2024_V_0_1,99,2,V,0,1
