path,row,index,season,category,type
222_1_2024_V_0_3,222,1,V,0,3
402_1_2024_V_1_2,402,1,V,1,2
436_0_2024_V_0_3,436,0,V,0,3
270_0_2023_I_0_2,270,0,I,0,2
15_1_2023_I_0_3,15,1,I,0,3
188_1_2024_V_0_3,188,1,V,0,3
407_1_2024_V_0_3,407,1,V,0,3
86_1_2023_I_0_2,86,1,I,0,2
91_0_2024_V_1_3,91,0,V,1,3
115_1_2023_I_0_3,115,1,I,0,3
364_0_2024_V_0_2,364,0,V,0,2
397_0_2023_I_0_2,397,0,I,0,2
173_1_2024_V_4_1,173,1,V,4,1
450_1_2024_V_0_2,450,1,V,0,2
297_1_2023_I_0_1,297,1,I,0,1
81_1_2024_V_0_3,81,1,V,0,3
169_0_2024_V_1_1,169,0,V,1,1
381_0_2024_V_0_3,381,0,V,0,3
445_1_2024_V_0_3,445,1,V,0,3
107_0_2024_V_0_2,107,0,V,0,2
129_0_2024_W_0_3,129,0,W,0,3
105_1_assets_pub,105,1,1,assets,pub
68_1_2023_I_1_2,68,1,I,1,2
95_1_2024_V_1_1,95,1,V,1,1
358_2_2023_S_1_3,358,2,S,1,3
323_2_2023_W_1_2,323,2,W,1,2
166_2_2024_V_0_3,166,2,V,0,3
405_2_2023_W_1_2,405,2,W,1,2
222_0_2024_V_0_3,222,0,V,0,3
60_2_2024_V_1_1,60,2,V,1,1
42_1_2024_V_4_1,42,1,V,4,1
323_1_2023_S_1_2,323,1,S,1,2
281_2_2024_V_0_3,281,2,V,0,3
373_2_2023_I_0_2,373,2,I,0,2
134_2_2023_I_0_3,134,2,I,0,3
378_1_2022_I_4_1,378,1,I,4,1
365_0_2024_V_0_3,365,0,V,0,3
389_1_2024_V_0_3,389,1,V,0,3
15_2_2023_I_0_3,15,2,I,0,3
312_2_2024_V_0_3,312,2,V,0,3
291_2_2024_V_0_2,291,2,V,0,2
390_1_2024_V_0_2,390,1,V,0,2
58_2_2024_V_1_1,58,2,V,1,1
196_2_2024_V_0_2,196,2,V,0,2
133_1_2024_V_0_3,133,1,V,0,3
114_1_2024_W_0_3,114,1,W,0,3
426_0_2024_V_0_3,426,0,V,0,3
392_0_2024_V_0_2,392,0,V,0,2
148_0_2023_I_4_1,148,0,I,4,1
51_2_2024_V_0_2,51,2,V,0,2
95_2_2024_V_1_1,95,2,V,1,1
105_0_assets_pub,105,0,0,assets,pub
225_0_2024_V_0_3,225,0,V,0,3
466_0_2023_I_0_3,466,0,I,0,3
103_0_2024_V_1_3,103,0,V,1,3
471_1_2023_I_0_3,471,1,I,0,3
159_0_2023_I_0_3,159,0,I,0,3
136_1_2024_V_4_1,136,1,V,4,1
247_1_2023_I_0_2,247,1,I,0,2
441_0_2024_V_1_3,441,0,V,1,3
17_2_2023_V_0_3,17,2,V,0,3
230_0_2024_V_0_3,230,0,V,0,3
52_0_2023_I_0_3,52,0,I,0,3
314_1_2024_V_4_1,314,1,V,4,1
112_2_2024_V_0_3,112,2,V,0,3
111_1_2024_V_1_1,111,1,V,1,1
192_1_2023_V_2_3,192,1,V,2,3
324_1_2024_V_0_3,324,1,V,0,3
373_0_2023_I_0_2,373,0,I,0,2
305_0_2024_V_0_2,305,0,V,0,2
392_2_2024_V_0_2,392,2,V,0,2
253_2_2024_V_0_2,253,2,V,0,2
331_0_2024_V_0_3,331,0,V,0,3
443_2_2024_V_0_3,443,2,V,0,3
189_1_2024_V_1_2,189,1,V,1,2
189_2_2024_V_1_2,189,2,V,1,2
184_0_2024_V_0_2,184,0,V,0,2
23_1_2024_V_0_2,23,1,V,0,2
76_0_2024_V_0_2,76,0,V,0,2
5_0_2024_V_0_2,5,0,V,0,2
188_2_2024_V_0_3,188,2,V,0,3
73_0_2024_V_0_3,73,0,V,0,3
17_0_2023_V_0_3,17,0,V,0,3
444_0_2024_V_0_3,444,0,V,0,3
461_2_2024_V_0_2,461,2,V,0,2
236_1_2024_V_0_2,236,1,V,0,2
155_0_2024_V_0_3,155,0,V,0,3
189_0_2024_V_1_2,189,0,V,1,2
311_1_2024_V_0_3,311,1,V,0,3
296_2_2023_I_0_2,296,2,I,0,2
227_2_2024_V_0_3,227,2,V,0,3
385_1_2024_V_1_3,385,1,V,1,3
260_1_2024_V_0_3,260,1,V,0,3
171_1_2024_V_0_3,171,1,V,0,3
61_0_2024_V_0_3,61,0,V,0,3
274_0_2024_V_0_3,274,0,V,0,3
150_0_2022_I_4_1,150,0,I,4,1
174_0_2024_W_0_3,174,0,W,0,3
459_1_2024_V_1_1,459,1,V,1,1
13_1_2024_V_1_3,13,1,V,1,3
379_0_2023_I_2_2,379,0,I,2,2
106_2_2024_V_1_2,106,2,V,1,2
229_1_2024_V_0_2,229,1,V,0,2
186_1_2024_V_0_3,186,1,V,0,3
248_1_2024_V_0_3,248,1,V,0,3
42_0_2024_V_4_1,42,0,V,4,1
430_1_2024_V_0_3,430,1,V,0,3
224_1_2024_V_0_3,224,1,V,0,3
384_0_2023_V_4_1,384,0,V,4,1
422_2_2024_V_1_1,422,2,V,1,1
327_0_2023_I_4_1,327,0,I,4,1
421_0_2024_V_0_3,421,0,V,0,3
442_1_2024_V_1_3,442,1,V,1,3
98_0_2024_V_0_2,98,0,V,0,2
258_1_2024_V_0_2,258,1,V,0,2
89_2_2024_V_0_3,89,2,V,0,3
59_0_2024_V_0_2,59,0,V,0,2
186_0_2024_V_0_3,186,0,V,0,3
150_1_2022_I_4_1,150,1,I,4,1
265_1_2023_I_0_2,265,1,I,0,2
167_2_2023_I_0_3,167,2,I,0,3
93_1_2024_V_0_2,93,1,V,0,2
64_0_2024_V_0_3,64,0,V,0,3
431_2_2024_V_0_2,431,2,V,0,2
20_1_2024_V_4_1,20,1,V,4,1
128_0_2024_V_0_3,128,0,V,0,3
325_2_2024_V_0_3,325,2,V,0,3
459_0_2024_V_1_1,459,0,V,1,1
203_0_2024_V_0_3,203,0,V,0,3
91_1_2024_V_1_3,91,1,V,1,3
4_1_2024_V_0_2,4,1,V,0,2
163_0_2024_V_4_1,163,0,V,4,1
334_2_2024_V_0_2,334,2,V,0,2
16_1_2024_V_0_3,16,1,V,0,3
83_2_2024_W_1_1,83,2,W,1,1
87_2_2024_V_0_3,87,2,V,0,3
170_2_2023_I_0_2,170,2,I,0,2
10_2_2024_V_0_3,10,2,V,0,3
119_1_2022_I_4_1,119,1,I,4,1
58_1_2024_V_1_1,58,1,V,1,1
325_1_2024_V_0_3,325,1,V,0,3
83_0_2024_W_1_1,83,0,W,1,1
215_0_2024_V_0_2,215,0,V,0,2
66_1_2024_V_4_1,66,1,V,4,1
107_2_2024_V_0_2,107,2,V,0,2
84_1_2024_W_1_2,84,1,W,1,2
75_0_2024_V_0_1,75,0,V,0,1
49_1_2024_V_0_2,49,1,V,0,2
405_1_2024_W_1_2,405,1,W,1,2
186_2_2024_V_0_3,186,2,V,0,3
277_0_2024_V_0_2,277,0,V,0,2
367_1_2023_I_4_1,367,1,I,4,1
75_1_2024_V_0_1,75,1,V,0,1
242_1_2024_V_0_3,242,1,V,0,3
372_0_2024_V_0_2,372,0,V,0,2
303_2_2024_W_1_2,303,2,W,1,2
180_2_2023_I_1_2,180,2,I,1,2
113_2_2024_V_0_2,113,2,V,0,2
426_2_2024_V_0_3,426,2,V,0,3
301_0_2024_W_0_2,301,0,W,0,2
364_1_2024_V_0_1,364,1,V,0,1
165_1_2023_S_1_2,165,1,S,1,2
202_2_2024_V_0_2,202,2,V,0,2
130_1_2024_V_0_3,130,1,V,0,3
199_1_2024_V_0_3,199,1,V,0,3
382_2_2024_V_0_2,382,2,V,0,2
50_0_2023_I_0_3,50,0,I,0,3
137_1_2024_V_1_1,137,1,V,1,1
111_0_2024_V_1_1,111,0,V,1,1
141_1_2024_V_0_3,141,1,V,0,3
353_2_2024_V_0_3,353,2,V,0,3
384_1_2022_I_4_1,384,1,I,4,1
322_0_2024_V_0_3,322,0,V,0,3
321_1_2021_I_4_1,321,1,I,4,1
207_1_2024_V_0_3,207,1,V,0,3
202_0_2024_V_0_2,202,0,V,0,2
218_2_2024_V_0_3,218,2,V,0,3
363_1_2024_W_0_2,363,1,W,0,2
59_1_2024_V_0_2,59,1,V,0,2
114_0_2024_W_0_3,114,0,W,0,3
229_0_2024_V_0_2,229,0,V,0,2
12_2_2023_I_1_3,12,2,I,1,3
48_1_2023_V_0_3,48,1,V,0,3
241_1_2024_V_1_3,241,1,V,1,3
412_0_2024_V_0_3,412,0,V,0,3
183_0_2024_V_4_1,183,0,V,4,1
57_0_2024_V_1_2,57,0,V,1,2
291_0_2024_V_0_2,291,0,V,0,2
431_0_2024_V_0_2,431,0,V,0,2
348_1_2023_S_0_2,348,1,S,0,2
197_1_2024_V_0_3,197,1,V,0,3
306_0_2024_V_4_1,306,0,V,4,1
297_2_2023_I_0_1,297,2,I,0,1
223_0_2024_V_1_2,223,0,V,1,2
54_0_2024_V_4_1,54,0,V,4,1
317_2_2024_V_0_3,317,2,V,0,3
329_1_2024_V_4_1,329,1,V,4,1
0_1_2024_V_0_3,0,1,V,0,3
313_2_2024_V_0_2,313,2,V,0,2
169_1_2024_V_1_1,169,1,V,1,1
349_1_2024_V_0_3,349,1,V,0,3
213_1_2024_V_4_1,213,1,V,4,1
55_1_2024_W_1_3,55,1,W,1,3
94_0_2024_V_0_3,94,0,V,0,3
446_1_2024_V_0_3,446,1,V,0,3
331_1_2024_V_0_3,331,1,V,0,3
122_0_2024_V_4_1,122,0,V,4,1
426_1_2024_V_0_3,426,1,V,0,3
84_0_2024_W_1_2,84,0,W,1,2
1_1_2024_V_0_3,1,1,V,0,3
351_1_2024_V_4_1,351,1,V,4,1
336_0_2024_V_4_1,336,0,V,4,1
361_0_2023_I_0_3,361,0,I,0,3
414_0_2024_V_4_1,414,0,V,4,1
94_1_2024_V_0_3,94,1,V,0,3
292_0_2023_V_4_1,292,0,V,4,1
337_1_2024_V_0_3,337,1,V,0,3
80_1_2023_I_0_3,80,1,I,0,3
317_0_2024_V_0_3,317,0,V,0,3
258_0_2024_V_0_2,258,0,V,0,2
171_0_2024_V_0_3,171,0,V,0,3
448_1_2024_V_4_1,448,1,V,4,1
139_0_2024_V_0_1,139,0,V,0,1
242_0_2024_V_0_3,242,0,V,0,3
388_2_2024_V_0_3,388,2,V,0,3
424_1_2024_V_0_3,424,1,V,0,3
430_2_2024_V_0_3,430,2,V,0,3
302_1_2023_I_0_2,302,1,I,0,2
34_0_2023_I_0_3,34,0,I,0,3
470_0_2024_V_0_3,470,0,V,0,3
188_0_2024_V_0_3,188,0,V,0,3
121_0_2024_V_0_2,121,0,V,0,2
239_2_2024_V_0_2,239,2,V,0,2
332_1_2024_V_0_1,332,1,V,0,1
303_0_2024_W_1_2,303,0,W,1,2
361_1_2023_I_0_3,361,1,I,0,3
191_2_2024_V_0_1,191,2,V,0,1
234_1_2024_V_0_2,234,1,V,0,2
104_1_2024_V_0_1,104,1,V,0,1
272_0_2024_V_0_3,272,0,V,0,3
184_1_2024_V_0_2,184,1,V,0,2
300_2_2024_V_0_3,300,2,V,0,3
337_2_2024_V_0_3,337,2,V,0,3
1_0_2024_V_0_3,1,0,V,0,3
90_1_2023_I_0_3,90,1,I,0,3
27_2_2024_V_0_2,27,2,V,0,2
197_0_2024_V_0_3,197,0,V,0,3
36_2_2023_I_0_2,36,2,I,0,2
102_1_2024_V_0_3,102,1,V,0,3
240_1_2024_V_0_2,240,1,V,0,2
315_1_2024_V_0_3,315,1,V,0,3
165_2_2023_S_1_2,165,2,S,1,2
410_0_2024_V_0_2,410,0,V,0,2
326_2_2024_V_1_3,326,2,V,1,3
427_0_2024_V_0_3,427,0,V,0,3
50_2_2023_I_0_3,50,2,I,0,3
84_2_2023_S_1_2,84,2,S,1,2
347_0_2024_V_4_1,347,0,V,4,1
159_1_2023_I_0_3,159,1,I,0,3
316_0_2024_V_0_2,316,0,V,0,2
194_1_2024_V_0_2,194,1,V,0,2
446_0_2024_V_0_3,446,0,V,0,3
250_0_2024_V_1_3,250,0,V,1,3
455_2_2024_V_0_2,455,2,V,0,2
203_2_2024_V_0_3,203,2,V,0,3
446_2_2024_V_0_3,446,2,V,0,3
51_0_2024_V_0_2,51,0,V,0,2
182_1_2024_V_4_1,182,1,V,4,1
90_0_2023_I_0_3,90,0,I,0,3
257_0_2024_V_0_3,257,0,V,0,3
262_1_2024_V_0_3,262,1,V,0,3
409_1_2023_I_1_3,409,1,I,1,3
6_0_2023_I_0_3,6,0,I,0,3
82_0_2024_V_1_3,82,0,V,1,3
310_0_2024_V_4_1,310,0,V,4,1
98_2_2024_V_0_2,98,2,V,0,2
110_2_2024_V_0_2,110,2,V,0,2
277_1_2024_V_0_2,277,1,V,0,2
205_2_2024_V_0_3,205,2,V,0,3
217_2_2024_V_0_3,217,2,V,0,3
273_0_2023_I_0_3,273,0,I,0,3
253_0_2024_V_0_2,253,0,V,0,2
415_1_2024_W_1_3,415,1,W,1,3
371_2_2024_V_0_3,371,2,V,0,3
239_0_2024_V_0_2,239,0,V,0,2
466_1_2023_I_0_3,466,1,I,0,3
372_1_2024_V_0_2,372,1,V,0,2
215_2_2024_V_0_2,215,2,V,0,2
151_1_2023_I_0_3,151,1,I,0,3
462_0_2024_V_0_2,462,0,V,0,2
69_0_2024_V_0_2,69,0,V,0,2
247_2_2023_I_0_2,247,2,I,0,2
141_2_2024_V_0_3,141,2,V,0,3
300_0_2024_V_0_3,300,0,V,0,3
423_1_2024_V_0_2,423,1,V,0,2
421_2_2024_V_0_3,421,2,V,0,3
324_0_2024_V_0_3,324,0,V,0,3
102_0_2024_V_0_3,102,0,V,0,3
365_1_2024_V_0_3,365,1,V,0,3
41_2_2024_W_1_2,41,2,W,1,2
396_0_2024_V_0_2,396,0,V,0,2
448_0_2024_V_4_1,448,0,V,4,1
443_0_2024_V_0_3,443,0,V,0,3
27_1_2024_V_0_2,27,1,V,0,2
64_2_2024_V_0_3,64,2,V,0,3
411_0_2024_V_0_2,411,0,V,0,2
125_0_2024_V_1_2,125,0,V,1,2
204_0_2023_I_0_3,204,0,I,0,3
212_2_2024_V_0_3,212,2,V,0,3
124_0_2024_V_0_2,124,0,V,0,2
156_2_2024_V_1_3,156,2,V,1,3
142_2_2024_V_1_1,142,2,V,1,1
6_1_2023_I_0_3,6,1,I,0,3
176_1_2023_I_0_2,176,1,I,0,2
167_1_2023_I_0_3,167,1,I,0,3
258_2_2024_V_0_2,258,2,V,0,2
407_0_2024_V_0_3,407,0,V,0,3
311_0_2024_V_0_3,311,0,V,0,3
292_1_2023_V_4_1,292,1,V,4,1
195_1_2023_I_0_2,195,1,I,0,2
33_0_2024_V_0_2,33,0,V,0,2
21_0_2024_V_0_2,21,0,V,0,2
37_2_2024_V_0_2,37,2,V,0,2
126_1_2024_V_0_3,126,1,V,0,3
379_2_2023_I_2_2,379,2,I,2,2
68_0_2023_I_1_2,68,0,I,1,2
440_1_2024_V_1_2,440,1,V,1,2
162_1_2024_V_0_3,162,1,V,0,3
176_2_2023_I_0_2,176,2,I,0,2
286_2_2023_I_0_2,286,2,I,0,2
166_0_2024_V_0_3,166,0,V,0,3
16_0_2024_V_0_3,16,0,V,0,3
79_0_2024_V_0_3,79,0,V,0,3
222_2_2024_V_0_3,222,2,V,0,3
108_0_2024_V_0_3,108,0,V,0,3
338_1_2024_V_1_2,338,1,V,1,2
248_0_2024_V_0_3,248,0,V,0,3
129_1_2024_W_0_3,129,1,W,0,3
130_2_2024_V_0_3,130,2,V,0,3
177_0_2024_V_4_1,177,0,V,4,1
105_2_2024_V_1_1,105,2,V,1,1
72_1_2024_V_4_1,72,1,V,4,1
397_2_2023_I_0_2,397,2,I,0,2
250_2_2024_V_1_3,250,2,V,1,3
287_0_2024_V_0_2,287,0,V,0,2
151_0_2023_I_0_3,151,0,I,0,3
318_0_2020_V_4_1,318,0,V,4,1
224_2_2024_V_0_3,224,2,V,0,3
385_2_2024_V_1_3,385,2,V,1,3
68_2_2023_I_1_2,68,2,I,1,2
93_2_2024_V_0_2,93,2,V,0,2
376_1_2023_I_2_3,376,1,I,2,3
34_2_2023_I_0_3,34,2,I,0,3
171_2_2024_V_0_3,171,2,V,0,3
10_1_2024_V_0_3,10,1,V,0,3
470_1_2024_V_0_3,470,1,V,0,3
76_1_2024_V_0_2,76,1,V,0,2
82_2_2024_V_1_3,82,2,V,1,3
134_1_2023_I_0_3,134,1,I,0,3
191_0_2024_V_0_1,191,0,V,0,1
92_2_2024_V_0_2,92,2,V,0,2
245_2_2024_W_0_3,245,2,W,0,3
194_2_2024_V_0_2,194,2,V,0,2
445_0_2024_V_0_3,445,0,V,0,3
157_1_2024_V_1_1,157,1,V,1,1
234_2_2024_V_0_2,234,2,V,0,2
424_2_2024_V_0_3,424,2,V,0,3
465_1_2024_V_4_1,465,1,V,4,1
204_1_2023_I_0_3,204,1,I,0,3
212_0_2024_V_0_3,212,0,V,0,3
86_2_2023_I_0_2,86,2,I,0,2
166_1_2024_V_0_3,166,1,V,0,3
274_2_2024_V_0_3,274,2,V,0,3
17_1_2023_V_0_3,17,1,V,0,3
7_0_2024_V_4_1,7,0,V,4,1
192_0_2023_V_2_3,192,0,V,2,3
241_0_2024_V_1_3,241,0,V,1,3
363_0_2024_W_0_2,363,0,W,0,2
217_0_2024_V_0_3,217,0,V,0,3
32_1_2024_V_0_3,32,1,V,0,3
349_2_2024_V_0_3,349,2,V,0,3
72_0_2024_V_4_1,72,0,V,4,1
79_1_2024_V_0_3,79,1,V,0,3
6_2_2023_I_0_3,6,2,I,0,3
207_2_2024_V_0_3,207,2,V,0,3
185_1_2024_V_0_3,185,1,V,0,3
195_0_2023_I_0_2,195,0,I,0,2
467_1_2024_V_0_3,467,1,V,0,3
432_2_2023_I_0_3,432,2,I,0,3
404_1_2023_I_0_3,404,1,I,0,3
370_2_2024_V_1_1,370,2,V,1,1
395_1_2023_I_0_1,395,1,I,0,1
389_2_2024_V_0_3,389,2,V,0,3
316_1_2024_V_0_2,316,1,V,0,2
224_0_2024_V_0_3,224,0,V,0,3
341_0_2023_I_0_2,341,0,I,0,2
24_2_2024_V_0_3,24,2,V,0,3
110_1_2024_V_0_2,110,1,V,0,2
337_0_2024_V_0_3,337,0,V,0,3
403_2_2024_W_0_3,403,2,W,0,3
168_0_2024_V_0_2,168,0,V,0,2
156_0_2024_V_1_3,156,0,V,1,3
125_2_2024_V_1_2,125,2,V,1,2
363_2_2024_W_0_2,363,2,W,0,2
16_2_2024_V_0_3,16,2,V,0,3
50_1_2023_I_0_3,50,1,I,0,3
444_1_2024_V_0_3,444,1,V,0,3
3_1_2024_V_0_2,3,1,V,0,2
286_0_2023_I_0_2,286,0,I,0,2
20_0_2024_V_4_1,20,0,V,4,1
379_1_2023_I_2_2,379,1,I,2,2
3_0_2024_V_0_2,3,0,V,0,2
271_2_2023_I_1_3,271,2,I,1,3
124_2_2024_V_0_2,124,2,V,0,2
13_2_2024_V_1_3,13,2,V,1,3
423_0_2024_V_0_2,423,0,V,0,2
77_0_2023_I_0_3,77,0,I,0,3
93_0_2024_V_0_2,93,0,V,0,2
257_2_2024_V_0_3,257,2,V,0,3
428_0_2024_V_1_1,428,0,V,1,1
194_0_2024_V_0_2,194,0,V,0,2
436_2_2024_V_0_3,436,2,V,0,3
55_0_2024_W_1_3,55,0,W,1,3
245_1_2024_W_0_3,245,1,W,0,3
223_1_2024_V_1_2,223,1,V,1,2
31_2_2024_V_0_3,31,2,V,0,3
236_0_2024_V_0_2,236,0,V,0,2
243_0_2023_I_0_3,243,0,I,0,3
414_1_2024_V_4_1,414,1,V,4,1
168_1_2024_V_0_2,168,1,V,0,2
164_1_2024_V_0_3,164,1,V,0,3
398_0_2023_I_0_2,398,0,I,0,2
254_0_2024_V_4_1,254,0,V,4,1
358_0_2024_W_1_3,358,0,W,1,3
211_1_2024_V_0_3,211,1,V,0,3
290_1_2024_W_1_2,290,1,W,1,2
306_1_2024_V_4_1,306,1,V,4,1
322_1_2024_V_0_3,322,1,V,0,3
427_1_2024_V_0_3,427,1,V,0,3
381_1_2024_V_0_3,381,1,V,0,3
249_2_2023_I_0_3,249,2,I,0,3
57_1_2024_V_1_2,57,1,V,1,2
43_2_2024_W_0_1,43,2,W,0,1
47_1_2024_V_0_3,47,1,V,0,3
428_1_2024_V_1_1,428,1,V,1,1
435_2_2023_I_0_2,435,2,I,0,2
117_1_2024_V_0_3,117,1,V,0,3
316_2_2024_V_0_2,316,2,V,0,2
345_1_2021_I_4_1,345,1,I,4,1
122_1_2024_V_4_1,122,1,V,4,1
73_1_2024_V_0_3,73,1,V,0,3
461_0_2024_V_0_2,461,0,V,0,2
91_2_2024_V_1_3,91,2,V,1,3
354_1_2024_V_0_2,354,1,V,0,2
405_0_2024_W_1_2,405,0,W,1,2
92_0_2024_V_0_2,92,0,V,0,2
205_1_2024_V_0_3,205,1,V,0,3
332_0_2024_V_0_1,332,0,V,0,1
301_1_2024_W_0_2,301,1,W,0,2
389_0_2024_V_0_3,389,0,V,0,3
156_1_2024_V_1_3,156,1,V,1,3
442_2_2024_V_1_3,442,2,V,1,3
71_1_2024_V_1_1,71,1,V,1,1
23_2_2024_V_0_2,23,2,V,0,2
429_2_2024_V_0_3,429,2,V,0,3
368_1_2024_V_0_2,368,1,V,0,2
78_1_2024_V_1_1,78,1,V,1,1
207_0_2024_V_0_3,207,0,V,0,3
312_0_2024_V_0_3,312,0,V,0,3
29_1_2024_V_0_3,29,1,V,0,3
164_2_2024_V_0_3,164,2,V,0,3
139_2_2024_V_0_3,139,2,V,0,3
368_2_2024_V_0_2,368,2,V,0,2
