path,row,index,season,category,type
4772_2_2023_I_0_1,4772,2,I,0,1
8844_2_2024_V_0_3,8844,2,V,0,3
2342_2_2024_V_0_1,2342,2,V,0,1
22302_1_2024_V_0_1,22302,1,V,0,1
3990_2_2024_V_0_3,3990,2,V,0,3
20522_0_2024_V_0_1,20522,0,V,0,1
620_2_2024_W_0_3,620,2,W,0,3
5967_0_2024_V_0_1,5967,0,V,0,1
7693_1_2024_V_0_1,7693,1,V,0,1
32860_0_2024_V_0_1,32860,0,V,0,1
28175_0_2024_V_1_3,28175,0,V,1,3
60_1_2024_V_1_1,60,1,V,1,1
758_2_2024_V_0_3,758,2,V,0,3
7794_0_2024_V_0_1,7794,0,V,0,1
29424_1_2024_V_1_3,29424,1,V,1,3
32395_2_2024_V_0_2,32395,2,V,0,2
32796_0_2024_V_4_1,32796,0,V,4,1
10283_2_2024_V_0_1,10283,2,V,0,1
7287_0_2024_V_0_2,7287,0,V,0,2
32019_0_2023_I_4_1,32019,0,I,4,1
3473_1_2024_V_4_1,3473,1,V,4,1
5953_0_2024_V_0_1,5953,0,V,0,1
9430_1_2023_I_0_3,9430,1,I,0,3
1837_2_2024_V_0_3,1837,2,V,0,3
9439_2_2024_V_0_2,9439,2,V,0,2
1323_2_2024_V_0_1,1323,2,V,0,1
9990_2_2024_W_0_1,9990,2,W,0,1
7822_1_2024_V_0_1,7822,1,V,0,1
1670_0_2024_W_0_3,1670,0,W,0,3
19823_0_2024_W_0_1,19823,0,W,0,1
8542_1_2024_V_0_1,8542,1,V,0,1
22281_1_2024_V_0_1,22281,1,V,0,1
2942_2_2023_I_0_3,2942,2,I,0,3
10027_0_2024_V_0_3,10027,0,V,0,3
20724_2_2024_V_0_3,20724,2,V,0,3
29789_2_2024_W_0_1,29789,2,W,0,1
5930_2_2023_I_2_1,5930,2,I,2,1
924_0_2024_V_4_1,924,0,V,4,1
913_2_2024_V_1_2,913,2,V,1,2
365_2_2024_V_0_3,365,2,V,0,3
5238_2_2024_W_1_2,5238,2,W,1,2
6102_1_2024_V_1_1,6102,1,V,1,1
8585_2_2023_I_0_3,8585,2,I,0,3
30987_1_2024_V_4_1,30987,1,V,4,1
27367_0_2024_V_0_2,27367,0,V,0,2
7813_0_2024_W_0_1,7813,0,W,0,1
240_0_2024_V_0_2,240,0,V,0,2
4854_0_2024_V_0_2,4854,0,V,0,2
19758_1_2024_V_0_1,19758,1,V,0,1
5262_0_2024_V_0_2,5262,0,V,0,2
32778_1_2024_V_0_3,32778,1,V,0,3
33423_0_2024_V_0_2,33423,0,V,0,2
8745_0_2024_V_0_3,8745,0,V,0,3
27696_2_2023_I_0_3,27696,2,I,0,3
8381_2_2024_V_1_3,8381,2,V,1,3
6633_1_2024_V_0_2,6633,1,V,0,2
27351_1_2024_V_1_3,27351,1,V,1,3
5949_2_2023_I_0_2,5949,2,I,0,2
1318_2_2024_V_0_3,1318,2,V,0,3
19693_2_2023_I_0_1,19693,2,I,0,1
10869_0_2024_V_0_3,10869,0,V,0,3
29420_1_2024_V_0_1,29420,1,V,0,1
29622_1_2024_V_0_1,29622,1,V,0,1
4735_2_2024_V_0_3,4735,2,V,0,3
4761_1_2024_W_0_1,4761,1,W,0,1
8573_2_2023_V_0_1,8573,2,V,0,1
9114_2_2023_I_0_1,9114,2,I,0,1
29668_1_2023_I_0_1,29668,1,I,0,1
9149_1_2023_I_0_2,9149,1,I,0,2
22267_2_2024_V_0_1,22267,2,V,0,1
33159_0_2024_V_0_3,33159,0,V,0,3
7941_0_2024_V_0_3,7941,0,V,0,3
2499_1_2024_V_0_3,2499,1,V,0,3
7290_1_2022_I_4_1,7290,1,I,4,1
2945_1_2024_V_0_3,2945,1,V,0,3
3467_2_2024_V_0_1,3467,2,V,0,1
28727_1_2024_W_0_2,28727,1,W,0,2
9866_2_2024_W_0_2,9866,2,W,0,2
5556_2_2023_I_0_1,5556,2,I,0,1
20335_0_2024_W_0_2,20335,0,W,0,2
7307_2_2024_V_0_3,7307,2,V,0,3
3428_2_2024_W_0_1,3428,2,W,0,1
29644_2_2024_W_0_1,29644,2,W,0,1
20710_2_2024_V_0_1,20710,2,V,0,1
32009_0_2024_V_0_1,32009,0,V,0,1
8179_1_2024_V_0_3,8179,1,V,0,3
5734_1_2022_V_4_1,5734,1,V,4,1
22195_1_2023_I_0_3,22195,1,I,0,3
10726_0_2024_V_1_2,10726,0,V,1,2
29470_1_2024_V_0_3,29470,1,V,0,3
2685_0_2024_W_0_2,2685,0,W,0,2
27076_1_2024_V_0_1,27076,1,V,0,1
6069_1_2024_W_0_1,6069,1,W,0,1
3655_1_2024_V_0_1,3655,1,V,0,1
33148_0_2024_V_0_1,33148,0,V,0,1
7803_1_2024_W_1_2,7803,1,W,1,2
11227_2_2024_V_0_3,11227,2,V,0,3
1635_0_2024_W_0_1,1635,0,W,0,1
5829_0_2024_W_0_1,5829,0,W,0,1
5093_2_2024_V_1_1,5093,2,V,1,1
27963_2_2023_I_0_3,27963,2,I,0,3
32341_0_2024_V_0_3,32341,0,V,0,3
6901_1_2024_V_0_3,6901,1,V,0,3
1928_0_2024_V_0_1,1928,0,V,0,1
27756_0_2024_V_1_2,27756,0,V,1,2
5243_2_2024_V_0_3,5243,2,V,0,3
5180_0_2024_V_0_1,5180,0,V,0,1
31055_2_2024_W_0_2,31055,2,W,0,2
27237_1_2024_V_0_2,27237,1,V,0,2
548_2_2023_I_0_1,548,2,I,0,1
1499_2_2024_V_0_3,1499,2,V,0,3
30989_1_2024_W_0_1,30989,1,W,0,1
7211_0_2024_V_0_2,7211,0,V,0,2
8397_0_2024_V_1_3,8397,0,V,1,3
7076_0_2024_V_4_1,7076,0,V,4,1
28576_1_2024_V_0_1,28576,1,V,0,1
3077_0_2023_I_0_3,3077,0,I,0,3
16466_1_2024_V_0_3,16466,1,V,0,3
30963_1_2024_V_0_1,30963,1,V,0,1
3400_1_2023_I_0_3,3400,1,I,0,3
28726_1_2022_V_4_1,28726,1,V,4,1
33099_2_2024_V_0_1,33099,2,V,0,1
6388_1_2023_I_2_1,6388,1,I,2,1
2036_0_2024_W_0_2,2036,0,W,0,2
5104_2_2024_V_0_1,5104,2,V,0,1
5876_1_2024_V_0_3,5876,1,V,0,3
315_2_2024_V_0_3,315,2,V,0,3
10173_2_2024_V_0_3,10173,2,V,0,3
7528_0_2023_I_0_2,7528,0,I,0,2
5993_1_2024_V_4_1,5993,1,V,4,1
26799_1_2023_I_0_3,26799,1,I,0,3
28041_1_2023_I_0_3,28041,1,I,0,3
6043_2_2024_W_0_1,6043,2,W,0,1
29749_1_2024_V_0_3,29749,1,V,0,3
27935_1_2024_W_0_1,27935,1,W,0,1
20636_1_2024_V_0_3,20636,1,V,0,3
11117_2_2023_I_0_3,11117,2,I,0,3
30940_1_2023_I_0_3,30940,1,I,0,3
10053_2_2024_V_0_1,10053,2,V,0,1
9005_2_2024_V_0_1,9005,2,V,0,1
29487_1_2024_V_0_1,29487,1,V,0,1
9934_0_2024_V_4_1,9934,0,V,4,1
5034_0_2024_V_0_3,5034,0,V,0,3
8478_1_2024_V_0_2,8478,1,V,0,2
6494_0_2024_V_1_2,6494,0,V,1,2
9167_1_2024_V_0_3,9167,1,V,0,3
4993_0_2023_I_4_1,4993,0,I,4,1
32672_1_2023_I_4_1,32672,1,I,4,1
5124_0_2024_W_1_2,5124,0,W,1,2
5456_0_2024_V_1_1,5456,0,V,1,1
8333_1_2024_V_0_3,8333,1,V,0,3
11015_1_2024_V_4_1,11015,1,V,4,1
5505_1_2024_W_2_2,5505,1,W,2,2
3808_0_2024_V_0_1,3808,0,V,0,1
26828_2_2023_V_0_3,26828,2,V,0,3
21697_2_2024_V_0_2,21697,2,V,0,2
2017_1_2024_V_0_1,2017,1,V,0,1
3647_2_2024_V_0_2,3647,2,V,0,2
10019_0_2024_V_0_1,10019,0,V,0,1
20718_2_2024_V_0_1,20718,2,V,0,1
3902_0_2022_I_4_1,3902,0,I,4,1
21756_0_2024_V_1_1,21756,0,V,1,1
9905_0_2024_V_1_3,9905,0,V,1,3
10527_2_2024_V_2_1,10527,2,V,2,1
3152_2_2024_V_0_3,3152,2,V,0,3
1652_1_2024_W_1_1,1652,1,W,1,1
8792_0_2024_V_0_3,8792,0,V,0,3
26990_0_2023_I_0_1,26990,0,I,0,1
30902_0_2024_V_4_1,30902,0,V,4,1
3910_0_2024_V_0_1,3910,0,V,0,1
29522_0_2023_I_0_3,29522,0,I,0,3
7261_0_2024_V_1_3,7261,0,V,1,3
4431_1_2024_V_0_1,4431,1,V,0,1
5866_2_2024_V_0_3,5866,2,V,0,3
21775_1_2023_I_0_2,21775,1,I,0,2
2329_1_2024_V_0_3,2329,1,V,0,3
2826_2_2023_I_0_1,2826,2,I,0,1
30966_1_2024_V_0_1,30966,1,V,0,1
5906_1_2024_V_0_1,5906,1,V,0,1
26591_0_2023_V_0_2,26591,0,V,0,2
4457_1_2024_V_0_3,4457,1,V,0,3
8559_2_2024_V_0_1,8559,2,V,0,1
4461_2_2024_V_0_2,4461,2,V,0,2
1094_0_2023_I_4_1,1094,0,I,4,1
115_2_2023_I_0_3,115,2,I,0,3
518_0_2023_I_0_1,518,0,I,0,1
20292_0_2023_V_0_2,20292,0,V,0,2
2562_1_2024_V_0_3,2562,1,V,0,3
16515_0_2023_I_0_2,16515,0,I,0,2
8088_1_2024_V_0_3,8088,1,V,0,3
7090_0_2023_I_2_1,7090,0,I,2,1
16512_1_2023_I_0_3,16512,1,I,0,3
4841_1_2024_V_0_2,4841,1,V,0,2
32716_1_2024_V_0_1,32716,1,V,0,1
28707_1_2024_V_0_3,28707,1,V,0,3
10194_2_2024_V_0_1,10194,2,V,0,1
27838_0_2024_W_1_1,27838,0,W,1,1
5719_2_2023_V_2_1,5719,2,V,2,1
653_2_2024_V_0_3,653,2,V,0,3
1740_2_2023_I_0_2,1740,2,I,0,2
10999_2_2024_V_0_2,10999,2,V,0,2
7562_2_2023_I_0_2,7562,2,I,0,2
22255_0_2024_V_0_1,22255,0,V,0,1
4363_1_2024_V_0_3,4363,1,V,0,3
20660_0_2024_V_0_1,20660,0,V,0,1
21773_1_2024_V_0_1,21773,1,V,0,1
9711_1_2024_V_4_1,9711,1,V,4,1
27934_1_2024_V_0_2,27934,1,V,0,2
113_0_2024_V_0_2,113,0,V,0,2
6517_1_2024_V_0_2,6517,1,V,0,2
2091_0_2024_V_0_3,2091,0,V,0,3
10033_0_2024_V_1_2,10033,0,V,1,2
32353_1_2024_V_0_2,32353,1,V,0,2
7284_1_2024_V_0_1,7284,1,V,0,1
20635_2_2024_V_0_1,20635,2,V,0,1
7698_0_2024_V_0_2,7698,0,V,0,2
2790_1_2024_V_4_1,2790,1,V,4,1
29691_1_2024_V_0_3,29691,1,V,0,3
3312_1_2024_V_0_3,3312,1,V,0,3
33091_2_2023_I_0_1,33091,2,I,0,1
26980_2_2023_I_0_2,26980,2,I,0,2
7526_0_2024_V_0_3,7526,0,V,0,3
1303_2_2024_V_0_2,1303,2,V,0,2
8271_2_2024_V_0_3,8271,2,V,0,3
6155_2_2024_V_0_1,6155,2,V,0,1
3076_0_2024_V_0_2,3076,0,V,0,2
30982_0_2024_V_0_2,30982,0,V,0,2
2939_2_2024_V_0_1,2939,2,V,0,1
20772_1_2023_I_0_3,20772,1,I,0,3
20289_0_2023_W_0_1,20289,0,W,0,1
2726_0_2023_I_1_2,2726,0,I,1,2
2190_0_2024_V_1_2,2190,0,V,1,2
32445_2_2024_W_0_1,32445,2,W,0,1
3798_0_2024_V_4_1,3798,0,V,4,1
7407_2_2024_V_1_3,7407,2,V,1,3
8154_1_2021_I_4_1,8154,1,I,4,1
5506_1_2023_I_0_1,5506,1,I,0,1
20588_2_2024_V_0_1,20588,2,V,0,1
10560_1_2024_V_0_2,10560,1,V,0,2
22263_2_2024_V_0_3,22263,2,V,0,3
3174_1_2024_V_0_1,3174,1,V,0,1
9927_1_2023_V_0_3,9927,1,V,0,3
5481_1_2024_W_0_2,5481,1,W,0,2
8009_2_2024_V_0_1,8009,2,V,0,1
28151_2_2024_V_1_3,28151,2,V,1,3
32719_2_2024_V_0_3,32719,2,V,0,3
6051_1_2024_V_1_3,6051,1,V,1,3
578_0_2024_V_1_2,578,0,V,1,2
3710_0_2023_I_0_3,3710,0,I,0,3
7005_0_2024_V_2_1,7005,0,V,2,1
21640_0_2024_V_1_2,21640,0,V,1,2
27903_2_2024_V_0_3,27903,2,V,0,3
7704_1_2024_V_0_3,7704,1,V,0,3
33981_0_2024_W_0_1,33981,0,W,0,1
26670_2_2024_V_0_2,26670,2,V,0,2
26811_0_2024_W_0_1,26811,0,W,0,1
4284_0_2024_V_0_1,4284,0,V,0,1
8305_0_2023_I_0_3,8305,0,I,0,3
2534_1_2021_I_4_1,2534,1,I,4,1
4403_0_2024_V_0_1,4403,0,V,0,1
7792_2_2024_V_1_3,7792,2,V,1,3
962_0_2024_V_1_3,962,0,V,1,3
5319_1_2024_V_0_2,5319,1,V,0,2
989_0_2023_I_4_1,989,0,I,4,1
32275_0_2024_V_4_1,32275,0,V,4,1
4159_2_2023_I_0_3,4159,2,I,0,3
7953_2_2024_V_1_3,7953,2,V,1,3
4332_0_2024_W_0_1,4332,0,W,0,1
32924_0_2024_V_0_2,32924,0,V,0,2
2245_1_2023_I_0_3,2245,1,I,0,3
7956_1_2024_V_0_2,7956,1,V,0,2
952_1_2020_V_4_1,952,1,V,4,1
288_2_2023_V_0_3,288,2,V,0,3
32702_0_2024_V_0_2,32702,0,V,0,2
5583_0_2024_W_1_1,5583,0,W,1,1
136_0_2024_V_4_1,136,0,V,4,1
3989_0_2023_I_0_1,3989,0,I,0,1
7529_2_2024_V_0_3,7529,2,V,0,3
32846_0_2023_V_0_3,32846,0,V,0,3
29740_1_2024_V_0_1,29740,1,V,0,1
4890_1_2023_I_0_2,4890,1,I,0,2
27648_0_2024_V_0_3,27648,0,V,0,3
3478_2_2024_V_0_2,3478,2,V,0,2
2314_2_2023_S_1_2,2314,2,S,1,2
1327_1_2024_V_0_3,1327,1,V,0,3
5760_0_2024_V_0_1,5760,0,V,0,1
27059_0_2023_S_0_1,27059,0,S,0,1
6327_2_2024_V_0_3,6327,2,V,0,3
9238_1_2024_V_0_2,9238,1,V,0,2
6482_0_2024_W_1_1,6482,0,W,1,1
5905_0_2019_I_4_1,5905,0,I,4,1
29610_0_2024_V_0_1,29610,0,V,0,1
20455_0_2024_V_0_1,20455,0,V,0,1
8375_2_2023_V_0_3,8375,2,V,0,3
9636_0_2024_V_0_3,9636,0,V,0,3
27909_1_2024_V_0_2,27909,1,V,0,2
22241_1_2024_V_4_1,22241,1,V,4,1
3679_0_2024_V_0_3,3679,0,V,0,3
33365_0_2024_V_1_1,33365,0,V,1,1
29443_1_2024_V_0_3,29443,1,V,0,3
7463_1_2024_V_1_1,7463,1,V,1,1
32961_0_2022_I_4_1,32961,0,I,4,1
3902_1_2022_I_4_1,3902,1,I,4,1
26751_2_2024_V_0_3,26751,2,V,0,3
28223_1_2024_V_0_1,28223,1,V,0,1
9337_1_2024_V_1_2,9337,1,V,1,2
9754_1_2024_W_0_1,9754,1,W,0,1
1721_0_2023_I_0_3,1721,0,I,0,3
26737_0_2024_V_0_3,26737,0,V,0,3
27050_2_2024_V_0_2,27050,2,V,0,2
34122_2_2023_I_0_2,34122,2,I,0,2
8284_2_2024_V_0_1,8284,2,V,0,1
32663_1_2024_W_0_1,32663,1,W,0,1
4054_0_2023_V_2_1,4054,0,V,2,1
26817_0_2024_V_0_3,26817,0,V,0,3
7163_2_2023_I_0_2,7163,2,I,0,2
11122_1_2024_V_0_2,11122,1,V,0,2
27247_1_2024_V_0_3,27247,1,V,0,3
4271_0_2024_V_1_2,4271,0,V,1,2
1117_1_2024_V_4_1,1117,1,V,4,1
8082_1_2024_V_0_2,8082,1,V,0,2
9732_0_2024_V_0_3,9732,0,V,0,3
9630_2_2023_I_1_2,9630,2,I,1,2
27092_1_2024_V_0_1,27092,1,V,0,1
10190_0_2024_V_0_2,10190,0,V,0,2
3535_0_2023_S_1_2,3535,0,S,1,2
2698_1_2024_V_0_1,2698,1,V,0,1
16410_2_2024_V_0_3,16410,2,V,0,3
7557_0_2024_V_0_1,7557,0,V,0,1
8746_0_2024_V_0_2,8746,0,V,0,2
2141_0_2023_I_0_1,2141,0,I,0,1
6781_0_2023_I_0_3,6781,0,I,0,3
7209_0_2023_I_0_3,7209,0,I,0,3
2632_1_2024_V_1_3,2632,1,V,1,3
7001_1_2024_V_0_1,7001,1,V,0,1
6547_1_2024_V_2_3,6547,1,V,2,3
2370_2_2024_V_0_1,2370,2,V,0,1
21101_1_2023_I_0_3,21101,1,I,0,3
3022_1_2024_V_0_1,3022,1,V,0,1
3216_1_2023_I_0_2,3216,1,I,0,2
2146_2_2023_I_0_3,2146,2,I,0,3
9690_2_2024_V_0_1,9690,2,V,0,1
27152_2_2023_I_0_2,27152,2,I,0,2
33047_2_2024_V_0_1,33047,2,V,0,1
7317_0_2024_V_0_3,7317,0,V,0,3
32876_0_2024_V_1_1,32876,0,V,1,1
3748_1_2024_V_0_3,3748,1,V,0,3
8092_0_2024_V_0_2,8092,0,V,0,2
4132_0_2024_V_0_1,4132,0,V,0,1
26800_0_2023_S_1_2,26800,0,S,1,2
3545_1_2024_V_0_3,3545,1,V,0,3
28584_0_2024_V_4_1,28584,0,V,4,1
7160_1_2024_V_4_1,7160,1,V,4,1
21720_0_2024_V_0_3,21720,0,V,0,3
10466_2_2024_V_0_3,10466,2,V,0,3
6938_1_2023_V_0_3,6938,1,V,0,3
4707_2_2024_W_2_1,4707,2,W,2,1
5249_0_2024_V_0_3,5249,0,V,0,3
26782_0_2024_W_0_1,26782,0,W,0,1
4458_1_2024_V_0_2,4458,1,V,0,2
19784_0_2024_V_0_3,19784,0,V,0,3
7816_1_2024_V_0_2,7816,1,V,0,2
4557_0_2024_V_0_1,4557,0,V,0,1
3730_1_2024_V_0_3,3730,1,V,0,3
29780_0_2024_V_0_1,29780,0,V,0,1
1859_1_2024_W_0_1,1859,1,W,0,1
8481_0_2024_V_0_2,8481,0,V,0,2
5845_0_2023_I_0_1,5845,0,I,0,1
3864_0_2024_V_4_1,3864,0,V,4,1
32040_1_2023_I_0_1,32040,1,I,0,1
3451_0_2023_I_0_3,3451,0,I,0,3
11210_2_2024_V_0_1,11210,2,V,0,1
29486_0_2024_V_4_1,29486,0,V,4,1
34030_2_2024_W_0_1,34030,2,W,0,1
28044_1_2024_W_0_2,28044,1,W,0,2
8189_1_2024_V_0_1,8189,1,V,0,1
3733_1_2024_W_1_1,3733,1,W,1,1
4835_1_2024_V_0_1,4835,1,V,0,1
7778_1_2024_V_0_1,7778,1,V,0,1
6003_1_2024_V_0_3,6003,1,V,0,3
27957_1_2023_I_0_3,27957,1,I,0,3
28165_1_2024_V_1_2,28165,1,V,1,2
1873_0_2024_V_0_1,1873,0,V,0,1
4960_1_2024_V_0_3,4960,1,V,0,3
32181_1_2024_V_0_2,32181,1,V,0,2
837_0_2024_W_0_1,837,0,W,0,1
8757_2_2024_V_1_2,8757,2,V,1,2
32501_1_2024_V_0_2,32501,1,V,0,2
27837_2_2024_V_1_3,27837,2,V,1,3
6896_2_2024_V_0_3,6896,2,V,0,3
8224_2_2024_V_0_2,8224,2,V,0,2
27790_1_2022_V_4_1,27790,1,V,4,1
8951_1_2024_V_0_2,8951,1,V,0,2
9778_1_2024_V_0_1,9778,1,V,0,1
11069_0_2024_V_2_1,11069,0,V,2,1
20291_2_2024_V_0_2,20291,2,V,0,2
1172_2_2023_S_1_2,1172,2,S,1,2
29583_0_2021_I_2_1,29583,0,I,2,1
4411_1_2023_I_0_1,4411,1,I,0,1
3152_0_2024_V_0_3,3152,0,V,0,3
8865_0_2024_V_0_2,8865,0,V,0,2
4833_0_2024_V_4_1,4833,0,V,4,1
964_0_2023_I_0_3,964,0,I,0,3
32487_0_2024_V_0_2,32487,0,V,0,2
3125_0_2023_I_0_3,3125,0,I,0,3
9850_0_2024_V_4_1,9850,0,V,4,1
2692_1_2024_V_1_2,2692,1,V,1,2
4802_2_2024_V_0_3,4802,2,V,0,3
3346_0_2024_V_1_3,3346,0,V,1,3
27917_0_2024_V_0_1,27917,0,V,0,1
8140_1_2024_W_0_1,8140,1,W,0,1
27543_1_2024_V_0_3,27543,1,V,0,3
3191_1_2024_V_0_3,3191,1,V,0,3
5131_1_2023_I_0_3,5131,1,I,0,3
16322_0_2024_W_0_1,16322,0,W,0,1
4723_1_2024_V_0_3,4723,1,V,0,3
8783_1_2024_V_0_2,8783,1,V,0,2
4429_2_2024_V_0_2,4429,2,V,0,2
19810_0_2024_V_4_1,19810,0,V,4,1
1812_0_2023_I_0_1,1812,0,I,0,1
8726_0_2024_W_0_1,8726,0,W,0,1
29625_2_2024_V_0_2,29625,2,V,0,2
28810_0_2024_V_0_3,28810,0,V,0,3
750_0_2024_V_0_3,750,0,V,0,3
8954_2_2023_I_0_1,8954,2,I,0,1
6119_0_2024_V_1_2,6119,0,V,1,2
30845_1_2024_W_1_1,30845,1,W,1,1
11071_0_2024_V_4_1,11071,0,V,4,1
1602_0_2024_V_1_2,1602,0,V,1,2
27200_1_2024_V_0_3,27200,1,V,0,3
5504_0_2024_W_0_1,5504,0,W,0,1
8648_0_2024_V_4_1,8648,0,V,4,1
1417_0_2024_V_0_1,1417,0,V,0,1
30915_0_2023_S_0_1,30915,0,S,0,1
33266_1_2024_V_0_3,33266,1,V,0,3
9201_2_2022_I_0_3,9201,2,I,0,3
9642_0_2024_V_0_1,9642,0,V,0,1
5032_0_2024_V_0_2,5032,0,V,0,2
4214_1_2024_V_1_1,4214,1,V,1,1
2519_0_2024_V_0_2,2519,0,V,0,2
20544_1_2024_V_0_1,20544,1,V,0,1
31071_0_2024_V_0_3,31071,0,V,0,3
2288_2_2024_W_1_2,2288,2,W,1,2
28762_1_2024_V_0_1,28762,1,V,0,1
4432_2_2023_I_0_3,4432,2,I,0,3
238_0_2024_V_0_3,238,0,V,0,3
28116_2_2024_V_0_3,28116,2,V,0,3
9109_1_2023_I_0_3,9109,1,I,0,3
5145_1_2023_I_0_1,5145,1,I,0,1
920_0_2024_V_0_1,920,0,V,0,1
8987_0_2023_I_0_2,8987,0,I,0,2
279_0_2023_I_0_1,279,0,I,0,1
