path,row,index,season,category,type
61_1_2024_V_0_3,61,1,V,0,3
61_2_2024_V_0_3,61,2,V,0,3
62_0_2024_V_4_1,62,0,V,4,1
62_1_2024_V_4_1,62,1,V,4,1
63_0_2024_V_4_1,63,0,V,4,1
63_1_2024_V_4_1,63,1,V,4,1
64_0_2024_V_0_3,64,0,V,0,3
64_1_2024_V_0_3,64,1,V,0,3
64_2_2024_V_0_3,64,2,V,0,3
65_0_2024_V_4_1,65,0,V,4,1
65_1_2024_V_4_1,65,1,V,4,1
66_0_2024_V_4_1,66,0,V,4,1
66_1_2024_V_4_1,66,1,V,4,1
67_0_2024_W_0_1,67,0,W,0,1
67_1_2024_W_0_1,67,1,W,0,1
67_2_2024_V_0_1,67,2,V,0,1
68_0_2023_I_1_2,68,0,I,1,2
68_1_2023_I_1_2,68,1,I,1,2
68_2_2023_I_1_2,68,2,I,1,2
69_0_2024_V_0_2,69,0,V,0,2
69_1_2024_V_0_2,69,1,V,0,2
70_0_2024_V_4_1,70,0,V,4,1
70_1_2024_V_4_1,70,1,V,4,1
71_0_2024_V_1_1,71,0,V,1,1
71_1_2024_V_1_1,71,1,V,1,1
72_0_2024_V_4_1,72,0,V,4,1
72_1_2024_V_4_1,72,1,V,4,1
73_0_2024_V_0_3,73,0,V,0,3
73_1_2024_V_0_3,73,1,V,0,3
73_2_2024_V_0_3,73,2,V,0,3
74_0_2024_V_0_1,74,0,V,0,1
74_1_2024_V_0_1,74,1,V,0,1
74_2_2024_V_0_1,74,2,V,0,1
75_0_2024_V_0_1,75,0,V,0,1
75_1_2024_V_0_1,75,1,V,0,1
75_2_2024_V_0_1,75,2,V,0,1
76_0_2024_V_0_2,76,0,V,0,2
76_1_2024_V_0_2,76,1,V,0,2
76_2_2024_V_0_2,76,2,V,0,2
77_0_2023_I_0_3,77,0,I,0,3
77_1_2023_I_0_3,77,1,I,0,3
77_2_2023_I_0_3,77,2,I,0,3
78_0_2024_V_1_1,78,0,V,1,1
78_1_2024_V_1_1,78,1,V,1,1
78_2_2023_I_1_1,78,2,I,1,1
79_0_2024_V_0_3,79,0,V,0,3
79_1_2024_V_0_3,79,1,V,0,3
79_2_2024_V_0_3,79,2,V,0,3
80_0_2023_I_0_3,80,0,I,0,3
80_1_2023_I_0_3,80,1,I,0,3
80_2_2023_I_0_3,80,2,I,0,3
81_0_2024_V_0_3,81,0,V,0,3
81_1_2024_V_0_3,81,1,V,0,3
81_2_2024_V_0_3,81,2,V,0,3
82_0_2024_V_1_3,82,0,V,1,3
82_1_2024_V_1_3,82,1,V,1,3
82_2_2024_V_1_3,82,2,V,1,3
83_0_2024_W_1_1,83,0,W,1,1
83_1_2024_W_1_1,83,1,W,1,1
83_2_2024_W_1_1,83,2,W,1,1
84_0_2024_W_1_2,84,0,W,1,2
84_1_2024_W_1_2,84,1,W,1,2
84_2_2023_S_1_2,84,2,S,1,2
85_0_2024_V_0_3,85,0,V,0,3
85_1_2024_V_0_3,85,1,V,0,3
85_2_2024_V_0_3,85,2,V,0,3
86_0_2023_I_0_2,86,0,I,0,2
86_1_2023_I_0_2,86,1,I,0,2
86_2_2023_I_0_2,86,2,I,0,2
87_0_2024_V_0_3,87,0,V,0,3
87_1_2024_V_0_3,87,1,V,0,3
87_2_2024_V_0_3,87,2,V,0,3
88_0_2024_V_1_1,88,0,V,1,1
88_1_2024_V_1_1,88,1,V,1,1
88_2_2024_V_1_1,88,2,V,1,1
89_0_2024_V_0_3,89,0,V,0,3
89_1_2024_V_0_3,89,1,V,0,3
89_2_2024_V_0_3,89,2,V,0,3
90_0_2023_I_0_3,90,0,I,0,3
90_1_2023_I_0_3,90,1,I,0,3
90_2_2023_I_0_3,90,2,I,0,3
91_0_2024_V_1_3,91,0,V,1,3
91_1_2024_V_1_3,91,1,V,1,3
91_2_2024_V_1_3,91,2,V,1,3
92_0_2024_V_0_2,92,0,V,0,2
92_1_2024_V_0_2,92,1,V,0,2
92_2_2024_V_0_2,92,2,V,0,2
93_0_2024_V_0_2,93,0,V,0,2
93_1_2024_V_0_2,93,1,V,0,2
93_2_2024_V_0_2,93,2,V,0,2
94_0_2024_V_0_3,94,0,V,0,3
94_1_2024_V_0_3,94,1,V,0,3
94_2_2024_V_0_3,94,2,V,0,3
95_0_2024_V_1_1,95,0,V,1,1
95_1_2024_V_1_1,95,1,V,1,1
95_2_2024_V_1_1,95,2,V,1,1
96_0_2024_V_0_1,96,0,V,0,1
96_1_2024_V_0_1,96,1,V,0,1
96_2_2024_V_0_1,96,2,V,0,1
97_0_2024_V_0_1,97,0,V,0,1
97_1_2024_V_0_1,97,1,V,0,1
97_2_2024_V_0_1,97,2,V,0,1
98_0_2024_V_0_2,98,0,V,0,2
98_1_2024_V_0_2,98,1,V,0,2
98_2_2024_V_0_2,98,2,V,0,2
99_0_2024_V_0_1,99,0,V,0,1
99_1_2024_V_0_1,99,1,V,0,1
99_2_2024_V_0_1,99,2,V,0,1
100_0_2023_I_0_1,100,0,I,0,1
100_1_2024_V_0_1,100,1,V,0,1
100_2_2023_I_0_1,100,2,I,0,1
101_0_2024_V_0_1,101,0,V,0,1
101_1_2024_V_0_1,101,1,V,0,1
101_2_2024_V_0_1,101,2,V,0,1
102_0_2024_V_0_3,102,0,V,0,3
102_1_2024_V_0_3,102,1,V,0,3
103_0_2024_V_1_3,103,0,V,1,3
103_1_2024_V_1_3,103,1,V,1,3
103_2_2024_V_1_3,103,2,V,1,3
104_0_2024_V_0_1,104,0,V,0,1
104_1_2024_V_0_1,104,1,V,0,1
104_2_2024_V_0_2,104,2,V,0,2
105_2_2024_V_1_1,105,2,V,1,1
106_0_2024_V_1_2,106,0,V,1,2
106_1_2024_V_1_2,106,1,V,1,2
106_2_2024_V_1_2,106,2,V,1,2
107_0_2024_V_0_2,107,0,V,0,2
107_1_2024_V_0_2,107,1,V,0,2
107_2_2024_V_0_2,107,2,V,0,2
108_0_2024_V_0_3,108,0,V,0,3
108_1_2024_V_0_3,108,1,V,0,3
108_2_2024_V_0_3,108,2,V,0,3
109_0_2024_V_0_1,109,0,V,0,1
109_1_2024_V_0_1,109,1,V,0,1
109_2_2024_V_0_1,109,2,V,0,1
110_0_2024_V_0_2,110,0,V,0,2
110_1_2024_V_0_2,110,1,V,0,2
110_2_2024_V_0_2,110,2,V,0,2
111_0_2024_V_1_1,111,0,V,1,1
111_1_2024_V_1_1,111,1,V,1,1
111_2_2024_V_1_1,111,2,V,1,1
112_0_2024_V_0_3,112,0,V,0,3
112_1_2024_V_0_3,112,1,V,0,3
112_2_2024_V_0_3,112,2,V,0,3
113_0_2024_V_0_2,113,0,V,0,2
113_1_2024_V_0_2,113,1,V,0,2
113_2_2024_V_0_2,113,2,V,0,2
114_0_2024_W_0_3,114,0,W,0,3
114_1_2024_W_0_3,114,1,W,0,3
114_2_2024_W_0_3,114,2,W,0,3
115_0_2023_I_0_3,115,0,I,0,3
115_1_2023_I_0_3,115,1,I,0,3
115_2_2023_I_0_3,115,2,I,0,3
116_0_2024_V_0_1,116,0,V,0,1
116_1_2024_V_0_1,116,1,V,0,1
116_2_2024_V_0_1,116,2,V,0,1
117_0_2024_V_0_3,117,0,V,0,3
117_1_2024_V_0_3,117,1,V,0,3
117_2_2024_V_0_3,117,2,V,0,3
118_0_2024_V_0_3,118,0,V,0,3
118_1_2024_V_0_3,118,1,V,0,3
118_2_2024_V_0_3,118,2,V,0,3
119_0_2022_I_4_1,119,0,I,4,1
119_1_2022_I_4_1,119,1,I,4,1
120_0_2024_V_2_1,120,0,V,2,1
120_1_2024_V_2_1,120,1,V,2,1
120_2_2024_V_2_1,120,2,V,2,1
121_0_2024_V_0_2,121,0,V,0,2
121_1_2024_V_0_2,121,1,V,0,2
121_2_2024_V_0_2,121,2,V,0,2
122_0_2024_V_4_1,122,0,V,4,1
122_1_2024_V_4_1,122,1,V,4,1
123_0_2024_V_0_3,123,0,V,0,3
123_1_2024_V_0_3,123,1,V,0,3
123_2_2024_V_0_3,123,2,V,0,3
124_0_2024_V_0_2,124,0,V,0,2
124_1_2024_V_0_2,124,1,V,0,2
124_2_2024_V_0_2,124,2,V,0,2
125_0_2024_V_1_2,125,0,V,1,2
125_1_2024_V_1_2,125,1,V,1,2
125_2_2024_V_1_2,125,2,V,1,2
126_0_2024_V_0_3,126,0,V,0,3
126_1_2024_V_0_3,126,1,V,0,3
126_2_2024_V_0_3,126,2,V,0,3
127_0_2024_W_0_1,127,0,W,0,1
127_1_2024_W_0_1,127,1,W,0,1
127_2_2024_V_0_1,127,2,V,0,1
128_0_2024_V_0_3,128,0,V,0,3
128_1_2024_V_0_3,128,1,V,0,3
128_2_2024_V_0_3,128,2,V,0,3
129_0_2024_W_0_3,129,0,W,0,3
129_1_2024_W_0_3,129,1,W,0,3
129_2_2024_W_0_3,129,2,W,0,3
130_0_2024_V_0_3,130,0,V,0,3
130_1_2024_V_0_3,130,1,V,0,3
130_2_2024_V_0_3,130,2,V,0,3
131_0_2024_V_0_1,131,0,V,0,1
131_1_2024_V_0_1,131,1,V,0,1
131_2_2024_V_0_1,131,2,V,0,1
132_0_2024_V_0_1,132,0,V,0,1
132_1_2024_V_0_1,132,1,V,0,1
132_2_2024_V_0_1,132,2,V,0,1
133_0_2024_V_0_3,133,0,V,0,3
133_1_2024_V_0_3,133,1,V,0,3
133_2_2024_V_0_3,133,2,V,0,3
134_0_2023_I_0_3,134,0,I,0,3
134_1_2023_I_0_3,134,1,I,0,3
134_2_2023_I_0_3,134,2,I,0,3
135_0_2024_V_0_2,135,0,V,0,2
135_1_2024_V_0_2,135,1,V,0,2
135_2_2024_V_0_2,135,2,V,0,2
136_0_2024_V_4_1,136,0,V,4,1
136_1_2024_V_4_1,136,1,V,4,1
137_0_2024_V_1_1,137,0,V,1,1
137_1_2024_V_1_1,137,1,V,1,1
138_0_2024_W_0_1,138,0,W,0,1
138_1_2024_W_0_1,138,1,W,0,1
138_2_2024_W_0_1,138,2,W,0,1
139_0_2024_V_0_1,139,0,V,0,1
139_1_2024_V_0_1,139,1,V,0,1
139_2_2024_V_0_3,139,2,V,0,3
140_0_2024_W_1_1,140,0,W,1,1
141_0_2024_V_0_3,141,0,V,0,3
141_1_2024_V_0_3,141,1,V,0,3
141_2_2024_V_0_3,141,2,V,0,3
142_0_2024_V_1_1,142,0,V,1,1
142_1_2024_V_1_1,142,1,V,1,1
142_2_2024_V_1_1,142,2,V,1,1
143_0_2023_I_0_1,143,0,I,0,1
143_1_2023_I_0_1,143,1,I,0,1
143_2_2023_V_0_1,143,2,V,0,1
144_0_2024_W_0_1,144,0,W,0,1
144_1_2024_W_0_1,144,1,W,0,1
144_2_2024_W_0_1,144,2,W,0,1
145_0_2024_V_0_1,145,0,V,0,1
145_1_2024_V_0_1,145,1,V,0,1
145_2_2024_V_0_1,145,2,V,0,1
146_0_2024_V_0_1,146,0,V,0,1
146_1_2024_V_0_1,146,1,V,0,1
146_2_2024_V_0_1,146,2,V,0,1
147_0_2023_S_0_1,147,0,S,0,1
147_1_2023_S_0_1,147,1,S,0,1
147_2_2023_S_0_1,147,2,S,0,1
148_0_2023_I_4_1,148,0,I,4,1
148_1_2023_I_4_1,148,1,I,4,1
149_0_2024_W_0_1,149,0,W,0,1
149_1_2024_W_0_1,149,1,W,0,1
150_0_2022_I_4_1,150,0,I,4,1
150_1_2022_I_4_1,150,1,I,4,1
151_0_2023_I_0_3,151,0,I,0,3
151_1_2023_I_0_3,151,1,I,0,3
151_2_2023_I_0_3,151,2,I,0,3
152_0_2024_V_0_2,152,0,V,0,2
152_1_2024_V_0_2,152,1,V,0,2
152_2_2024_V_0_2,152,2,V,0,2
153_0_2024_W_0_1,153,0,W,0,1
153_1_2024_W_0_1,153,1,W,0,1
153_2_2024_W_0_1,153,2,W,0,1
154_0_2024_V_0_2,154,0,V,0,2
154_1_2024_V_0_2,154,1,V,0,2
154_2_2024_V_0_2,154,2,V,0,2
155_0_2024_V_0_3,155,0,V,0,3
155_1_2024_V_0_3,155,1,V,0,3
155_2_2024_V_0_3,155,2,V,0,3
156_0_2024_V_1_3,156,0,V,1,3
156_1_2024_V_1_3,156,1,V,1,3
156_2_2024_V_1_3,156,2,V,1,3
157_0_2024_V_1_1,157,0,V,1,1
157_1_2024_V_1_1,157,1,V,1,1
157_2_2024_V_1_1,157,2,V,1,1
158_0_2024_V_0_1,158,0,V,0,1
158_1_2024_V_0_1,158,1,V,0,1
158_2_2024_V_0_1,158,2,V,0,1
159_0_2023_I_0_3,159,0,I,0,3
159_1_2023_I_0_3,159,1,I,0,3
159_2_2023_I_0_3,159,2,I,0,3
160_0_2024_V_0_1,160,0,V,0,1
160_1_2024_V_0_1,160,1,V,0,1
160_2_2024_V_0_1,160,2,V,0,1
161_0_2024_V_1_1,161,0,V,1,1
161_1_2024_V_1_1,161,1,V,1,1
161_2_2023_I_1_1,161,2,I,1,1
162_0_2024_V_0_3,162,0,V,0,3
162_1_2024_V_0_3,162,1,V,0,3
162_2_2024_V_0_3,162,2,V,0,3
163_0_2024_V_4_1,163,0,V,4,1
163_1_2024_V_4_1,163,1,V,4,1
164_0_2024_V_0_3,164,0,V,0,3
164_1_2024_V_0_3,164,1,V,0,3
164_2_2024_V_0_3,164,2,V,0,3
165_0_2023_S_1_2,165,0,S,1,2
165_1_2023_S_1_2,165,1,S,1,2
165_2_2023_S_1_2,165,2,S,1,2
166_0_2024_V_0_3,166,0,V,0,3
166_1_2024_V_0_3,166,1,V,0,3
166_2_2024_V_0_3,166,2,V,0,3
167_0_2023_I_0_3,167,0,I,0,3
167_1_2023_I_0_3,167,1,I,0,3
167_2_2023_I_0_3,167,2,I,0,3
168_0_2024_V_0_2,168,0,V,0,2
168_1_2024_V_0_2,168,1,V,0,2
168_2_2024_V_0_2,168,2,V,0,2
169_0_2024_V_1_1,169,0,V,1,1
169_1_2024_V_1_1,169,1,V,1,1
170_0_2023_I_0_2,170,0,I,0,2
170_1_2023_I_0_2,170,1,I,0,2
170_2_2023_I_0_2,170,2,I,0,2
171_0_2024_V_0_3,171,0,V,0,3
171_1_2024_V_0_3,171,1,V,0,3
171_2_2024_V_0_3,171,2,V,0,3
172_0_2024_V_0_1,172,0,V,0,1
172_1_2024_V_0_1,172,1,V,0,1
172_2_2024_V_0_1,172,2,V,0,1
173_0_2024_V_4_1,173,0,V,4,1
173_1_2024_V_4_1,173,1,V,4,1
174_0_2024_W_0_3,174,0,W,0,3
174_1_2024_W_0_3,174,1,W,0,3
174_2_2024_W_0_3,174,2,W,0,3
175_0_2024_W_1_2,175,0,W,1,2
175_1_2024_W_1_2,175,1,W,1,2
175_2_2024_W_1_2,175,2,W,1,2
176_0_2023_I_0_2,176,0,I,0,2
176_1_2023_I_0_2,176,1,I,0,2
176_2_2023_I_0_2,176,2,I,0,2
177_0_2024_V_4_1,177,0,V,4,1
177_1_2024_V_4_1,177,1,V,4,1
178_0_2023_V_0_3,178,0,V,0,3
178_1_2023_V_0_3,178,1,V,0,3
178_2_2023_V_0_3,178,2,V,0,3
179_0_2024_V_0_1,179,0,V,0,1
179_1_2024_V_0_1,179,1,V,0,1
179_2_2024_V_0_1,179,2,V,0,1
180_0_2023_I_1_2,180,0,I,1,2
180_1_2023_I_1_2,180,1,I,1,2
180_2_2023_I_1_2,180,2,I,1,2
181_0_2023_I_0_1,181,0,I,0,1
181_1_2023_I_0_1,181,1,I,0,1
181_2_2023_I_0_1,181,2,I,0,1
182_0_2024_V_4_1,182,0,V,4,1
182_1_2024_V_4_1,182,1,V,4,1
183_0_2024_V_4_1,183,0,V,4,1
183_1_2024_V_4_1,183,1,V,4,1
184_0_2024_V_0_2,184,0,V,0,2
184_1_2024_V_0_2,184,1,V,0,2
184_2_2024_V_0_2,184,2,V,0,2
185_0_2024_V_0_3,185,0,V,0,3
185_1_2024_V_0_3,185,1,V,0,3
185_2_2024_V_0_3,185,2,V,0,3
186_0_2024_V_0_3,186,0,V,0,3
186_1_2024_V_0_3,186,1,V,0,3
186_2_2024_V_0_3,186,2,V,0,3
187_0_2024_V_0_1,187,0,V,0,1
187_1_2024_V_0_1,187,1,V,0,1
187_2_2024_V_0_1,187,2,V,0,1
188_0_2024_V_0_3,188,0,V,0,3
188_1_2024_V_0_3,188,1,V,0,3
188_2_2024_V_0_3,188,2,V,0,3
189_0_2024_V_1_2,189,0,V,1,2
189_1_2024_V_1_2,189,1,V,1,2
189_2_2024_V_1_2,189,2,V,1,2
190_0_2024_V_0_1,190,0,V,0,1
190_1_2024_V_0_1,190,1,V,0,1
190_2_2024_V_0_1,190,2,V,0,1
191_0_2024_V_0_1,191,0,V,0,1
191_1_2024_V_0_1,191,1,V,0,1
191_2_2024_V_0_1,191,2,V,0,1
192_0_2023_V_2_3,192,0,V,2,3
192_1_2023_V_2_3,192,1,V,2,3
192_2_2023_V_2_3,192,2,V,2,3
193_0_2023_I_0_1,193,0,I,0,1
193_1_2023_I_0_1,193,1,I,0,1
193_2_2023_I_0_1,193,2,I,0,1
194_0_2024_V_0_2,194,0,V,0,2
194_1_2024_V_0_2,194,1,V,0,2
194_2_2024_V_0_2,194,2,V,0,2
195_0_2023_I_0_2,195,0,I,0,2
195_1_2023_I_0_2,195,1,I,0,2
195_2_2023_I_0_2,195,2,I,0,2
196_0_2024_V_0_2,196,0,V,0,2
196_1_2024_V_0_2,196,1,V,0,2
196_2_2024_V_0_2,196,2,V,0,2
197_0_2024_V_0_3,197,0,V,0,3
197_1_2024_V_0_3,197,1,V,0,3
197_2_2024_V_0_3,197,2,V,0,3
198_0_2024_V_0_1,198,0,V,0,1
198_1_2024_V_0_1,198,1,V,0,1
198_2_2024_V_0_1,198,2,V,0,1
199_0_2024_V_0_3,199,0,V,0,3
199_1_2024_V_0_3,199,1,V,0,3
199_2_2024_V_0_3,199,2,V,0,3
200_0_2024_V_0_1,200,0,V,0,1
200_2_2024_V_0_1,200,2,V,0,1
201_0_2024_W_0_2,201,0,W,0,2
201_1_2024_W_0_2,201,1,W,0,2
201_2_2024_W_0_2,201,2,W,0,2
202_0_2024_V_0_2,202,0,V,0,2
202_1_2024_V_0_2,202,1,V,0,2
202_2_2024_V_0_2,202,2,V,0,2
203_0_2024_V_0_3,203,0,V,0,3
203_1_2024_V_0_3,203,1,V,0,3
203_2_2024_V_0_3,203,2,V,0,3
204_0_2023_I_0_3,204,0,I,0,3
204_1_2023_I_0_3,204,1,I,0,3
204_2_2023_I_0_3,204,2,I,0,3
205_0_2024_V_0_3,205,0,V,0,3
205_1_2024_V_0_3,205,1,V,0,3
205_2_2024_V_0_3,205,2,V,0,3
206_0_2024_V_0_1,206,0,V,0,1
206_1_2024_V_0_1,206,1,V,0,1
206_2_2024_V_0_1,206,2,V,0,1
207_0_2024_V_0_3,207,0,V,0,3
207_1_2024_V_0_3,207,1,V,0,3
207_2_2024_V_0_3,207,2,V,0,3
208_0_2024_V_0_1,208,0,V,0,1
208_1_2024_V_0_1,208,1,V,0,1
208_2_2024_V_0_1,208,2,V,0,1
209_0_2024_W_0_1,209,0,W,0,1
209_1_2024_W_0_1,209,1,W,0,1
209_2_2024_W_0_1,209,2,W,0,1
210_0_2024_V_1_1,210,0,V,1,1
211_0_2024_V_0_3,211,0,V,0,3
211_1_2024_V_0_3,211,1,V,0,3
211_2_2024_V_0_3,211,2,V,0,3
212_0_2024_V_0_3,212,0,V,0,3
212_1_2024_V_0_3,212,1,V,0,3
212_2_2024_V_0_3,212,2,V,0,3
213_0_2024_V_4_1,213,0,V,4,1
213_1_2024_V_4_1,213,1,V,4,1
214_0_2024_V_0_1,214,0,V,0,1
214_1_2024_V_0_1,214,1,V,0,1
214_2_2024_V_0_1,214,2,V,0,1
215_0_2024_V_0_2,215,0,V,0,2
215_1_2024_V_0_2,215,1,V,0,2
